Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 05:00:00,08/03/13 06:00:00,14.8621305555556
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 07:00:00,08/03/13 08:00:00,14.6254944444444
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 07:00:00,08/03/13 08:00:00,29.2509888888889
AmazonDynamoDB,StandardStorage,TimedStorage-ByteHrs,,08/03/13 08:00:00,08/03/13 09:00:00,37607265.57103
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 08:00:00,08/03/13 09:00:00,30.48345
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 08:00:00,08/03/13 09:00:00,15.241725
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 10:00:00,08/03/13 11:00:00,31.0099166666667
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 10:00:00,08/03/13 11:00:00,15.5049583333333
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 11:00:00,08/03/13 12:00:00,28.9640722222222
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 11:00:00,08/03/13 12:00:00,14.4820361111111
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 13:00:00,08/03/13 14:00:00,14.8326861111111
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 13:00:00,08/03/13 14:00:00,29.6653722222222
AmazonDynamoDB,StandardStorage,TimedStorage-ByteHrs,,08/03/13 13:00:00,08/03/13 14:00:00,37683213.1354806
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 14:00:00,08/03/13 15:00:00,30.9798722222222
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 14:00:00,08/03/13 15:00:00,15.4899361111111
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 16:00:00,08/03/13 17:00:00,28.7424722222222
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 16:00:00,08/03/13 17:00:00,14.3712361111111
AmazonDynamoDB,StandardStorage,TimedStorage-ByteHrs,,08/03/13 17:00:00,08/03/13 18:00:00,37033070.7817339
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 17:00:00,08/03/13 18:00:00,28.3704833333333
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 17:00:00,08/03/13 18:00:00,14.1852416666667
